teste,modelo,falha,janela,passo_cfg,passo_real,amostras_treino,amostras_teste,positivos_treino,negativos_treino,positivos_teste,negativos_teste,eventos_reais_teste,eventos_detectados,diferenca_eventos,accuracy,balanced_accuracy,precision_pos,recall_pos,f1_pos,specificity,tn,fp,fn,tp,path_cm,path_eventos,rodada,cenario
sem_erro,xgboost,oscilacao,20,10,10,12,12,10,2,0,12,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_1\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_sem_erro_xgboost_oscilacao_jan20_passo10_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_sem_erro_xgboost_oscilacao_jan20_passo10_eventos.png,1,sem_erro
sem_erro,xgboost,queda,40,5,5,19,19,7,12,0,19,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999473684,19,0,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_1\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_sem_erro_xgboost_queda_jan40_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_sem_erro_xgboost_queda_jan40_passo5_eventos.png,1,sem_erro
com_erro,catboost,lacuna,60,20,20,4,4,2,2,4,0,1,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,4,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_catboost_lacuna_jan60_passo20_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_catboost_lacuna_jan60_passo20_eventos.png,1,com_erro
com_erro,catboost,oscilacao,20,10,10,12,12,8,4,7,5,2,2,0,1.0,1.0,1.0,1.0,1.0,0.9999999998,5,0,0,7,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_catboost_oscilacao_jan20_passo10_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_catboost_oscilacao_jan20_passo10_eventos.png,1,com_erro
com_erro,catboost,queda,50,15,15,6,6,2,4,0,6,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999998333333,6,0,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_catboost_queda_jan50_passo15_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_catboost_queda_jan50_passo15_eventos.png,1,com_erro
com_erro,mlp,lacuna,50,25,25,4,4,2,2,4,0,1,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,4,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_mlp_lacuna_jan50_passo25_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_mlp_lacuna_jan50_passo25_eventos.png,1,com_erro
com_erro,mlp,oscilacao,20,10,10,12,12,8,4,7,5,2,2,0,0.9166666666666666,0.9285714285714286,1.0,0.8571428571428571,0.9230769230769231,0.9999999998,5,0,1,6,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_mlp_oscilacao_jan20_passo10_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_mlp_oscilacao_jan20_passo10_eventos.png,1,com_erro
com_erro,mlp,queda,20,15,15,8,8,2,6,0,8,0,0,0,1.0,1.0,0.0,0.0,0.0,0.999999999875,8,0,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_mlp_queda_jan20_passo15_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_mlp_queda_jan20_passo15_eventos.png,1,com_erro
com_erro,random_forest,lacuna,60,20,20,4,4,2,2,4,0,1,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,4,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_random_forest_lacuna_jan60_passo20_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_random_forest_lacuna_jan60_passo20_eventos.png,1,com_erro
com_erro,random_forest,oscilacao,20,10,10,12,12,8,4,7,5,2,2,0,1.0,1.0,1.0,1.0,1.0,0.9999999998,5,0,0,7,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_random_forest_oscilacao_jan20_passo10_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_random_forest_oscilacao_jan20_passo10_eventos.png,1,com_erro
com_erro,random_forest,queda,50,20,20,5,5,2,3,1,4,1,1,0,1.0,1.0,1.0,1.0,1.0,0.99999999975,4,0,0,1,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_random_forest_queda_jan50_passo20_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_random_forest_queda_jan50_passo20_eventos.png,1,com_erro
com_erro,xgboost,lacuna,30,20,20,6,6,2,4,6,0,1,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,6,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_xgboost_lacuna_jan30_passo20_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_xgboost_lacuna_jan30_passo20_eventos.png,1,com_erro
com_erro,xgboost,oscilacao,20,5,5,23,23,17,6,15,8,2,2,0,0.9565217391304348,0.9666666666666667,1.0,0.9333333333333333,0.9655172413793104,0.999999999875,8,0,1,14,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_xgboost_oscilacao_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_xgboost_oscilacao_jan20_passo5_eventos.png,1,com_erro
com_erro,xgboost,queda,60,5,5,15,15,7,8,1,14,1,1,0,1.0,1.0,1.0,1.0,1.0,0.9999999999285715,14,0,0,1,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_xgboost_queda_jan60_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_1_com_erro_xgboost_queda_jan60_passo5_eventos.png,1,com_erro
sem_erro,catboost,lacuna,20,5,5,23,23,15,8,0,23,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999565218,23,0,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_sem_erro_catboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_sem_erro_catboost_lacuna_jan20_passo5_eventos.png,2,sem_erro
sem_erro,catboost,oscilacao,30,30,30,4,4,2,2,0,4,0,1,1,0.75,0.75,0.0,0.0,0.0,0.7499999998125,3,1,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_sem_erro_catboost_oscilacao_jan30_passo30_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_sem_erro_catboost_oscilacao_jan30_passo30_eventos.png,2,sem_erro
sem_erro,mlp,lacuna,20,10,10,12,12,8,4,0,12,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999166667,12,0,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_sem_erro_mlp_lacuna_jan20_passo10_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_sem_erro_mlp_lacuna_jan20_passo10_eventos.png,2,sem_erro
sem_erro,mlp,oscilacao,30,30,30,4,4,2,2,0,4,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_sem_erro_mlp_oscilacao_jan30_passo30_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_sem_erro_mlp_oscilacao_jan30_passo30_eventos.png,2,sem_erro
sem_erro,random_forest,lacuna,20,5,5,23,23,15,8,0,23,0,3,3,0.5652173913043478,0.5652173913043478,0.0,0.0,0.0,0.5652173912797731,13,10,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_sem_erro_random_forest_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_sem_erro_random_forest_lacuna_jan20_passo5_eventos.png,2,sem_erro
sem_erro,random_forest,oscilacao,30,30,30,4,4,2,2,0,4,0,1,1,0.5,0.5,0.0,0.0,0.0,0.499999999875,2,2,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_sem_erro_random_forest_oscilacao_jan30_passo30_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_sem_erro_random_forest_oscilacao_jan30_passo30_eventos.png,2,sem_erro
sem_erro,xgboost,lacuna,20,5,5,23,23,15,8,0,23,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999565218,23,0,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_sem_erro_xgboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_sem_erro_xgboost_lacuna_jan20_passo5_eventos.png,2,sem_erro
sem_erro,xgboost,oscilacao,20,5,5,23,23,15,8,0,23,0,1,1,0.6956521739130435,0.6956521739130435,0.0,0.0,0.0,0.6956521738827978,16,7,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_sem_erro_xgboost_oscilacao_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_sem_erro_xgboost_oscilacao_jan20_passo5_eventos.png,2,sem_erro
com_erro,catboost,lacuna,20,5,5,23,23,15,8,8,15,2,2,0,1.0,1.0,1.0,1.0,1.0,0.9999999999333333,15,0,0,8,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_com_erro_catboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_com_erro_catboost_lacuna_jan20_passo5_eventos.png,2,com_erro
com_erro,catboost,oscilacao,20,5,5,23,23,15,8,20,3,1,1,0,1.0,1.0,1.0,1.0,1.0,0.9999999996666666,3,0,0,20,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_com_erro_catboost_oscilacao_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_com_erro_catboost_oscilacao_jan20_passo5_eventos.png,2,com_erro
com_erro,mlp,lacuna,20,15,15,8,8,5,3,3,5,2,2,0,1.0,1.0,1.0,1.0,1.0,0.9999999998,5,0,0,3,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_com_erro_mlp_lacuna_jan20_passo15_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_com_erro_mlp_lacuna_jan20_passo15_eventos.png,2,com_erro
com_erro,mlp,oscilacao,20,5,5,23,23,15,8,20,3,1,1,0,1.0,1.0,1.0,1.0,1.0,0.9999999996666666,3,0,0,20,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_com_erro_mlp_oscilacao_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_com_erro_mlp_oscilacao_jan20_passo5_eventos.png,2,com_erro
com_erro,random_forest,lacuna,20,10,10,12,12,8,4,4,8,2,2,0,0.9166666666666666,0.9375,0.8,1.0,0.8888888888888888,0.874999999890625,7,1,0,4,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_com_erro_random_forest_lacuna_jan20_passo10_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_com_erro_random_forest_lacuna_jan20_passo10_eventos.png,2,com_erro
com_erro,random_forest,oscilacao,20,10,10,12,12,7,5,10,2,1,1,0,1.0,1.0,1.0,1.0,1.0,0.9999999995,2,0,0,10,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_com_erro_random_forest_oscilacao_jan20_passo10_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_com_erro_random_forest_oscilacao_jan20_passo10_eventos.png,2,com_erro
com_erro,xgboost,lacuna,20,5,5,23,23,15,8,8,15,2,2,0,1.0,1.0,1.0,1.0,1.0,0.9999999999333333,15,0,0,8,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_com_erro_xgboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_com_erro_xgboost_lacuna_jan20_passo5_eventos.png,2,com_erro
com_erro,xgboost,oscilacao,20,10,10,12,12,7,5,10,2,1,1,0,1.0,1.0,1.0,1.0,1.0,0.9999999995,2,0,0,10,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_com_erro_xgboost_oscilacao_jan20_passo10_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_2_com_erro_xgboost_oscilacao_jan20_passo10_eventos.png,2,com_erro
sem_erro,catboost,lacuna,20,5,5,23,23,17,6,0,23,0,2,2,0.9130434782608695,0.9130434782608695,0.0,0.0,0.0,0.913043478221172,21,2,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_3\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_sem_erro_catboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_3\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_sem_erro_catboost_lacuna_jan20_passo5_eventos.png,3,sem_erro
sem_erro,catboost,oscilacao,20,20,20,6,6,4,2,0,6,0,2,2,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666665555555,4,2,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_3\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_sem_erro_catboost_oscilacao_jan20_passo20_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_3\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_sem_erro_catboost_oscilacao_jan20_passo20_eventos.png,3,sem_erro
sem_erro,mlp,lacuna,30,15,15,7,7,5,2,0,7,0,1,1,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0.7142857141836735,5,2,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_3\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_sem_erro_mlp_lacuna_jan30_passo15_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_3\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_sem_erro_mlp_lacuna_jan30_passo15_eventos.png,3,sem_erro
sem_erro,mlp,oscilacao,20,20,20,6,6,4,2,0,6,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_3\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_sem_erro_mlp_oscilacao_jan20_passo20_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_3\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_sem_erro_mlp_oscilacao_jan20_passo20_eventos.png,3,sem_erro
sem_erro,random_forest,lacuna,30,15,15,7,7,5,2,0,7,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_3\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_sem_erro_random_forest_lacuna_jan30_passo15_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_3\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_sem_erro_random_forest_lacuna_jan30_passo15_eventos.png,3,sem_erro
sem_erro,random_forest,oscilacao,20,20,20,6,6,4,2,0,6,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_3\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_sem_erro_random_forest_oscilacao_jan20_passo20_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_3\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_sem_erro_random_forest_oscilacao_jan20_passo20_eventos.png,3,sem_erro
sem_erro,xgboost,lacuna,20,5,5,23,23,17,6,0,23,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999565218,23,0,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_3\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_sem_erro_xgboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_3\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_sem_erro_xgboost_lacuna_jan20_passo5_eventos.png,3,sem_erro
sem_erro,xgboost,oscilacao,20,20,20,6,6,4,2,0,6,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_3\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_sem_erro_xgboost_oscilacao_jan20_passo20_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_3\sem_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_sem_erro_xgboost_oscilacao_jan20_passo20_eventos.png,3,sem_erro
com_erro,catboost,lacuna,20,5,5,23,23,17,6,8,15,2,2,0,1.0,1.0,1.0,1.0,1.0,0.9999999999333333,15,0,0,8,C:\PROJETO\dataError_IC-master\resultados\rodada_3\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_com_erro_catboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_3\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_com_erro_catboost_lacuna_jan20_passo5_eventos.png,3,com_erro
com_erro,catboost,oscilacao,20,10,10,12,12,6,6,10,2,1,1,0,1.0,1.0,1.0,1.0,1.0,0.9999999995,2,0,0,10,C:\PROJETO\dataError_IC-master\resultados\rodada_3\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_com_erro_catboost_oscilacao_jan20_passo10_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_3\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_com_erro_catboost_oscilacao_jan20_passo10_eventos.png,3,com_erro
com_erro,mlp,lacuna,30,15,15,7,7,5,2,2,5,1,1,0,1.0,1.0,1.0,1.0,1.0,0.9999999998,5,0,0,2,C:\PROJETO\dataError_IC-master\resultados\rodada_3\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_com_erro_mlp_lacuna_jan30_passo15_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_3\com_erro\MP25_1_20240108_0100_to_20240108_2300_rodada_3_com_erro_mlp_lacuna_jan30_passo15_eventos.png,3,com_erro
