evento_id,falha,inicio,fim,duracao_pts,variavel,rodada,cenario,base
queda_019,queda,2023-10-10 23:50:00,2023-10-11 03:30:00,23.0,MP10_1,1,sem_erro,treino
queda_020,queda,2023-10-16 17:50:00,2023-10-16 20:40:00,18.0,MP10_1,1,sem_erro,treino
queda_021,queda,2023-10-31 08:30:00,2023-10-31 14:10:00,35.0,MP10_1,1,sem_erro,treino
queda_022,queda,2023-10-17 08:30:00,2023-10-17 13:40:00,32.0,MP10_1,1,sem_erro,treino
queda_023,queda,2023-10-30 21:50:00,2023-10-31 01:00:00,20.0,MP10_1,1,sem_erro,treino
queda_024,queda,2023-10-23 16:50:00,2023-10-23 20:40:00,24.0,MP10_1,1,sem_erro,treino
queda_025,queda,2023-10-26 10:10:00,2023-10-26 15:30:00,33.0,MP10_1,1,sem_erro,treino
oscilacao_final,oscilacao,,,,MP10_1,1,sem_erro,treino
lacuna_final,lacuna,,,,MP10_1,1,sem_erro,treino
queda_final,queda,,,,MP10_1,1,sem_erro,treino
oscilacao_001,oscilacao,2023-11-03 12:30:00,2023-11-03 22:40:00,62.0,MP10_1,1,com_erro,treino
oscilacao_002,oscilacao,2023-10-14 04:00:00,2023-10-14 13:30:00,58.0,MP10_1,1,com_erro,treino
oscilacao_003,oscilacao,2023-10-20 19:10:00,2023-10-21 04:20:00,56.0,MP10_1,1,com_erro,treino
oscilacao_004,oscilacao,2023-10-21 04:30:00,2023-10-21 15:40:00,68.0,MP10_1,1,com_erro,treino
oscilacao_005,oscilacao,2023-10-22 01:30:00,2023-10-22 11:00:00,58.0,MP10_1,1,com_erro,treino
oscilacao_006,oscilacao,2023-11-03 22:50:00,2023-11-04 06:00:00,44.0,MP10_1,1,com_erro,treino
oscilacao_007,oscilacao,2023-10-16 23:00:00,2023-10-17 05:00:00,37.0,MP10_1,1,com_erro,treino
oscilacao_008,oscilacao,2023-10-15 05:50:00,2023-10-15 14:40:00,54.0,MP10_1,1,com_erro,treino
oscilacao_009,oscilacao,2023-10-30 15:20:00,2023-10-30 21:40:00,39.0,MP10_1,1,com_erro,treino
oscilacao_010,oscilacao,2023-11-01 04:40:00,2023-11-01 13:10:00,52.0,MP10_1,1,com_erro,treino
oscilacao_011,oscilacao,2023-11-07 09:40:00,2023-11-07 19:00:00,57.0,MP10_1,1,com_erro,treino
oscilacao_012,oscilacao,2023-10-11 18:30:00,2023-10-12 04:30:00,61.0,MP10_1,1,com_erro,treino
oscilacao_013,oscilacao,2023-10-11 10:50:00,2023-10-11 17:00:00,38.0,MP10_1,1,com_erro,treino
oscilacao_014,oscilacao,2023-10-22 20:20:00,2023-10-23 05:10:00,54.0,MP10_1,1,com_erro,treino
oscilacao_015,oscilacao,2023-10-19 15:10:00,2023-10-19 21:20:00,38.0,MP10_1,1,com_erro,treino
oscilacao_016,oscilacao,2023-11-01 13:20:00,2023-11-01 23:00:00,59.0,MP10_1,1,com_erro,treino
oscilacao_017,oscilacao,2023-10-08 06:30:00,2023-10-08 15:00:00,52.0,MP10_1,1,com_erro,treino
oscilacao_018,oscilacao,2023-10-17 15:00:00,2023-10-17 23:50:00,54.0,MP10_1,1,com_erro,treino
oscilacao_019,oscilacao,2023-10-09 19:00:00,2023-10-10 00:50:00,36.0,MP10_1,1,com_erro,treino
oscilacao_020,oscilacao,2023-11-02 10:10:00,2023-11-02 20:40:00,64.0,MP10_1,1,com_erro,treino
oscilacao_021,oscilacao,2023-10-10 01:00:00,2023-10-10 08:30:00,46.0,MP10_1,1,com_erro,treino
oscilacao_022,oscilacao,2023-10-08 15:10:00,2023-10-09 00:30:00,57.0,MP10_1,1,com_erro,treino
oscilacao_023,oscilacao,2023-10-23 05:20:00,2023-10-23 16:40:00,69.0,MP10_1,1,com_erro,treino
oscilacao_024,oscilacao,2023-11-05 01:00:00,2023-11-05 08:10:00,44.0,MP10_1,1,com_erro,treino
oscilacao_025,oscilacao,2023-10-20 11:40:00,2023-10-20 19:00:00,45.0,MP10_1,1,com_erro,treino
oscilacao_026,oscilacao,2023-10-20 05:00:00,2023-10-20 11:30:00,40.0,MP10_1,1,com_erro,treino
oscilacao_027,oscilacao,2023-10-14 13:40:00,2023-10-15 00:50:00,68.0,MP10_1,1,com_erro,treino
oscilacao_028,oscilacao,2023-11-06 23:30:00,2023-11-07 08:40:00,56.0,MP10_1,1,com_erro,treino
lacuna_001,lacuna,2023-10-21 15:50:00,2023-10-21 23:00:00,44.0,MP10_1,1,com_erro,treino
lacuna_002,lacuna,2023-10-07 18:10:00,2023-10-08 01:50:00,47.0,MP10_1,1,com_erro,treino
lacuna_003,lacuna,2023-11-06 15:50:00,2023-11-06 23:20:00,46.0,MP10_1,1,com_erro,treino
lacuna_004,lacuna,2023-10-27 06:40:00,2023-10-27 12:00:00,33.0,MP10_1,1,com_erro,treino
lacuna_005,lacuna,2023-10-18 11:00:00,2023-10-18 16:30:00,34.0,MP10_1,1,com_erro,treino
lacuna_006,lacuna,2023-11-03 05:30:00,2023-11-03 10:20:00,30.0,MP10_1,1,com_erro,treino
lacuna_007,lacuna,2023-10-25 01:10:00,2023-10-25 06:40:00,34.0,MP10_1,1,com_erro,treino
lacuna_008,lacuna,2023-10-10 18:20:00,2023-10-10 23:40:00,33.0,MP10_1,1,com_erro,treino
lacuna_009,lacuna,2023-10-28 00:00:00,2023-10-28 06:00:00,37.0,MP10_1,1,com_erro,treino
lacuna_010,lacuna,2023-11-04 18:00:00,2023-11-05 00:50:00,42.0,MP10_1,1,com_erro,treino
lacuna_011,lacuna,2023-10-27 02:30:00,2023-10-27 06:30:00,25.0,MP10_1,1,com_erro,treino
lacuna_012,lacuna,2023-10-25 08:50:00,2023-10-25 14:50:00,37.0,MP10_1,1,com_erro,treino
lacuna_013,lacuna,2023-10-13 00:10:00,2023-10-13 07:10:00,43.0,MP10_1,1,com_erro,treino
lacuna_014,lacuna,2023-10-16 10:10:00,2023-10-16 17:40:00,46.0,MP10_1,1,com_erro,treino
lacuna_015,lacuna,2023-10-19 00:00:00,2023-10-19 05:10:00,32.0,MP10_1,1,com_erro,treino
lacuna_016,lacuna,2023-10-25 15:00:00,2023-10-25 22:30:00,46.0,MP10_1,1,com_erro,treino
lacuna_017,lacuna,2023-10-29 18:40:00,2023-10-29 22:40:00,25.0,MP10_1,1,com_erro,treino
lacuna_018,lacuna,2023-11-05 16:00:00,2023-11-05 22:20:00,39.0,MP10_1,1,com_erro,treino
lacuna_019,lacuna,2023-11-01 23:50:00,2023-11-02 05:20:00,34.0,MP10_1,1,com_erro,treino
lacuna_020,lacuna,2023-10-19 21:30:00,2023-10-20 02:50:00,33.0,MP10_1,1,com_erro,treino
lacuna_021,lacuna,2023-10-10 11:10:00,2023-10-10 18:10:00,43.0,MP10_1,1,com_erro,treino
lacuna_022,lacuna,2023-11-06 10:10:00,2023-11-06 15:40:00,34.0,MP10_1,1,com_erro,treino
lacuna_023,lacuna,2023-10-13 07:20:00,2023-10-13 11:40:00,27.0,MP10_1,1,com_erro,treino
lacuna_024,lacuna,2023-10-29 05:00:00,2023-10-29 12:40:00,47.0,MP10_1,1,com_erro,treino
lacuna_025,lacuna,2023-10-09 12:50:00,2023-10-09 18:50:00,37.0,MP10_1,1,com_erro,treino
lacuna_026,lacuna,2023-11-06 02:20:00,2023-11-06 10:00:00,47.0,MP10_1,1,com_erro,treino
lacuna_027,lacuna,2023-10-24 00:40:00,2023-10-24 07:10:00,40.0,MP10_1,1,com_erro,treino
queda_001,queda,2023-10-28 19:20:00,2023-10-28 22:40:00,21.0,MP10_1,1,com_erro,treino
queda_002,queda,2023-10-18 16:40:00,2023-10-18 21:10:00,28.0,MP10_1,1,com_erro,treino
queda_003,queda,2023-10-08 02:30:00,2023-10-08 06:20:00,24.0,MP10_1,1,com_erro,treino
queda_004,queda,2023-10-29 00:40:00,2023-10-29 04:50:00,26.0,MP10_1,1,com_erro,treino
queda_005,queda,2023-10-27 12:10:00,2023-10-27 17:40:00,34.0,MP10_1,1,com_erro,treino
queda_006,queda,2023-10-31 23:20:00,2023-11-01 04:30:00,32.0,MP10_1,1,com_erro,treino
queda_007,queda,2023-10-28 15:10:00,2023-10-28 19:10:00,25.0,MP10_1,1,com_erro,treino
queda_008,queda,2023-10-26 20:50:00,2023-10-27 02:20:00,34.0,MP10_1,1,com_erro,treino
queda_009,queda,2023-10-17 05:10:00,2023-10-17 08:20:00,20.0,MP10_1,1,com_erro,treino
queda_010,queda,2023-10-26 04:50:00,2023-10-26 10:00:00,32.0,MP10_1,1,com_erro,treino
queda_011,queda,2023-10-18 00:50:00,2023-10-18 06:00:00,32.0,MP10_1,1,com_erro,treino
queda_012,queda,2023-10-19 05:20:00,2023-10-19 10:00:00,29.0,MP10_1,1,com_erro,treino
queda_013,queda,2023-10-28 06:10:00,2023-10-28 11:50:00,35.0,MP10_1,1,com_erro,treino
queda_014,queda,2023-10-09 00:40:00,2023-10-09 03:30:00,18.0,MP10_1,1,com_erro,treino
queda_015,queda,2023-10-12 07:50:00,2023-10-12 11:10:00,21.0,MP10_1,1,com_erro,treino
queda_016,queda,2023-11-02 20:50:00,2023-11-03 01:50:00,31.0,MP10_1,1,com_erro,treino
queda_017,queda,2023-11-05 10:00:00,2023-11-05 15:50:00,36.0,MP10_1,1,com_erro,treino
queda_018,queda,2023-10-29 22:50:00,2023-10-30 04:30:00,35.0,MP10_1,1,com_erro,treino
queda_019,queda,2023-10-10 23:50:00,2023-10-11 03:30:00,23.0,MP10_1,1,com_erro,treino
queda_020,queda,2023-10-16 17:50:00,2023-10-16 20:40:00,18.0,MP10_1,1,com_erro,treino
queda_021,queda,2023-10-31 08:30:00,2023-10-31 14:10:00,35.0,MP10_1,1,com_erro,treino
queda_022,queda,2023-10-17 08:30:00,2023-10-17 13:40:00,32.0,MP10_1,1,com_erro,treino
queda_023,queda,2023-10-30 21:50:00,2023-10-31 01:00:00,20.0,MP10_1,1,com_erro,treino
queda_024,queda,2023-10-23 16:50:00,2023-10-23 20:40:00,24.0,MP10_1,1,com_erro,treino
queda_025,queda,2023-10-26 10:10:00,2023-10-26 15:30:00,33.0,MP10_1,1,com_erro,treino
oscilacao_001,oscilacao,2023-11-05 21:30:00,2023-11-06 04:20:00,42.0,MP10_1,1,com_erro,teste
oscilacao_002,oscilacao,2023-11-08 02:30:00,2023-11-08 12:30:00,61.0,MP10_1,1,com_erro,teste
oscilacao_003,oscilacao,2023-10-08 08:40:00,2023-10-08 14:40:00,37.0,MP10_1,1,com_erro,teste
oscilacao_004,oscilacao,2023-10-26 00:10:00,2023-10-26 08:30:00,51.0,MP10_1,1,com_erro,teste
oscilacao_005,oscilacao,2023-10-24 01:20:00,2023-10-24 07:50:00,40.0,MP10_1,1,com_erro,teste
oscilacao_006,oscilacao,2023-10-19 12:30:00,2023-10-19 23:40:00,68.0,MP10_1,1,com_erro,teste
oscilacao_007,oscilacao,2023-10-13 05:40:00,2023-10-13 15:50:00,62.0,MP10_1,1,com_erro,teste
oscilacao_008,oscilacao,2023-11-04 17:00:00,2023-11-05 00:20:00,45.0,MP10_1,1,com_erro,teste
oscilacao_009,oscilacao,2023-10-17 18:10:00,2023-10-18 03:20:00,56.0,MP10_1,1,com_erro,teste
oscilacao_010,oscilacao,2023-10-25 18:00:00,2023-10-26 00:00:00,37.0,MP10_1,1,com_erro,teste
oscilacao_011,oscilacao,2023-10-25 05:00:00,2023-10-25 10:50:00,36.0,MP10_1,1,com_erro,teste
oscilacao_012,oscilacao,2023-10-31 02:40:00,2023-10-31 10:00:00,45.0,MP10_1,1,com_erro,teste
oscilacao_013,oscilacao,2023-11-02 10:50:00,2023-11-02 21:50:00,67.0,MP10_1,1,com_erro,teste
oscilacao_014,oscilacao,2023-10-10 02:30:00,2023-10-10 09:20:00,42.0,MP10_1,1,com_erro,teste
oscilacao_015,oscilacao,2023-10-22 17:50:00,2023-10-23 01:10:00,45.0,MP10_1,1,com_erro,teste
oscilacao_016,oscilacao,2023-10-31 19:20:00,2023-11-01 02:30:00,44.0,MP10_1,1,com_erro,teste
oscilacao_017,oscilacao,2023-10-14 06:00:00,2023-10-14 15:00:00,55.0,MP10_1,1,com_erro,teste
oscilacao_018,oscilacao,2023-10-30 11:20:00,2023-10-30 20:20:00,55.0,MP10_1,1,com_erro,teste
oscilacao_019,oscilacao,2023-11-03 20:10:00,2023-11-04 07:10:00,67.0,MP10_1,1,com_erro,teste
oscilacao_020,oscilacao,2023-10-24 15:10:00,2023-10-25 03:00:00,72.0,MP10_1,1,com_erro,teste
oscilacao_021,oscilacao,2023-10-07 19:50:00,2023-10-08 04:20:00,52.0,MP10_1,1,com_erro,teste
oscilacao_022,oscilacao,2023-10-17 00:10:00,2023-10-17 06:10:00,37.0,MP10_1,1,com_erro,teste
oscilacao_023,oscilacao,2023-11-01 02:40:00,2023-11-01 12:20:00,59.0,MP10_1,1,com_erro,teste
oscilacao_024,oscilacao,2023-10-28 12:10:00,2023-10-28 23:10:00,67.0,MP10_1,1,com_erro,teste
oscilacao_025,oscilacao,2023-10-23 11:20:00,2023-10-23 21:40:00,63.0,MP10_1,1,com_erro,teste
oscilacao_026,oscilacao,2023-10-08 17:00:00,2023-10-09 01:20:00,51.0,MP10_1,1,com_erro,teste
lacuna_001,lacuna,2023-10-22 10:00:00,2023-10-22 17:40:00,47.0,MP10_1,1,com_erro,teste
lacuna_002,lacuna,2023-10-10 23:30:00,2023-10-11 05:30:00,37.0,MP10_1,1,com_erro,teste
lacuna_003,lacuna,2023-10-12 01:50:00,2023-10-12 06:20:00,28.0,MP10_1,1,com_erro,teste
lacuna_004,lacuna,2023-10-18 18:00:00,2023-10-19 00:00:00,37.0,MP10_1,1,com_erro,teste
lacuna_005,lacuna,2023-11-01 12:40:00,2023-11-01 19:30:00,42.0,MP10_1,1,com_erro,teste
lacuna_006,lacuna,2023-11-05 03:30:00,2023-11-05 10:40:00,44.0,MP10_1,1,com_erro,teste
lacuna_007,lacuna,2023-10-13 20:00:00,2023-10-14 00:40:00,29.0,MP10_1,1,com_erro,teste
lacuna_008,lacuna,2023-10-11 19:30:00,2023-10-12 01:40:00,38.0,MP10_1,1,com_erro,teste
lacuna_009,lacuna,2023-10-18 03:30:00,2023-10-18 10:20:00,42.0,MP10_1,1,com_erro,teste
lacuna_010,lacuna,2023-10-09 19:00:00,2023-10-10 02:20:00,45.0,MP10_1,1,com_erro,teste
lacuna_011,lacuna,2023-10-11 05:40:00,2023-10-11 11:50:00,38.0,MP10_1,1,com_erro,teste
lacuna_012,lacuna,2023-11-05 10:50:00,2023-11-05 14:40:00,24.0,MP10_1,1,com_erro,teste
lacuna_013,lacuna,2023-10-11 12:00:00,2023-10-11 17:50:00,36.0,MP10_1,1,com_erro,teste
lacuna_014,lacuna,2023-10-12 21:50:00,2023-10-13 05:30:00,47.0,MP10_1,1,com_erro,teste
lacuna_015,lacuna,2023-10-21 07:30:00,2023-10-21 13:10:00,35.0,MP10_1,1,com_erro,teste
lacuna_016,lacuna,2023-10-12 10:20:00,2023-10-12 14:30:00,26.0,MP10_1,1,com_erro,teste
lacuna_017,lacuna,2023-11-07 17:30:00,2023-11-08 00:50:00,45.0,MP10_1,1,com_erro,teste
lacuna_018,lacuna,2023-10-12 17:10:00,2023-10-12 21:40:00,28.0,MP10_1,1,com_erro,teste
lacuna_019,lacuna,2023-10-26 21:10:00,2023-10-27 04:40:00,46.0,MP10_1,1,com_erro,teste
lacuna_020,lacuna,2023-10-20 06:30:00,2023-10-20 10:20:00,24.0,MP10_1,1,com_erro,teste
lacuna_021,lacuna,2023-10-29 08:10:00,2023-10-29 15:00:00,42.0,MP10_1,1,com_erro,teste
lacuna_022,lacuna,2023-10-07 13:10:00,2023-10-07 19:40:00,40.0,MP10_1,1,com_erro,teste
lacuna_023,lacuna,2023-10-14 18:40:00,2023-10-14 22:50:00,26.0,MP10_1,1,com_erro,teste
lacuna_024,lacuna,2023-10-28 03:00:00,2023-10-28 08:00:00,31.0,MP10_1,1,com_erro,teste
queda_001,queda,2023-10-07 07:30:00,2023-10-07 12:40:00,32.0,MP10_1,1,com_erro,teste
queda_002,queda,2023-10-20 14:00:00,2023-10-20 19:00:00,31.0,MP10_1,1,com_erro,teste
queda_003,queda,2023-10-10 10:00:00,2023-10-10 13:00:00,19.0,MP10_1,1,com_erro,teste
queda_004,queda,2023-10-22 02:10:00,2023-10-22 06:20:00,26.0,MP10_1,1,com_erro,teste
queda_005,queda,2023-10-22 06:30:00,2023-10-22 09:50:00,21.0,MP10_1,1,com_erro,teste
queda_006,queda,2023-11-06 13:10:00,2023-11-06 18:20:00,32.0,MP10_1,1,com_erro,teste
queda_007,queda,2023-11-06 18:30:00,2023-11-07 00:00:00,34.0,MP10_1,1,com_erro,teste
queda_008,queda,2023-10-26 08:40:00,2023-10-26 11:30:00,18.0,MP10_1,1,com_erro,teste
queda_009,queda,2023-10-15 17:40:00,2023-10-15 21:50:00,26.0,MP10_1,1,com_erro,teste
queda_010,queda,2023-10-20 21:40:00,2023-10-21 02:50:00,32.0,MP10_1,1,com_erro,teste
queda_011,queda,2023-10-24 10:50:00,2023-10-24 13:50:00,19.0,MP10_1,1,com_erro,teste
queda_012,queda,2023-10-31 12:10:00,2023-10-31 15:50:00,23.0,MP10_1,1,com_erro,teste
queda_013,queda,2023-11-02 07:40:00,2023-11-02 10:40:00,19.0,MP10_1,1,com_erro,teste
queda_014,queda,2023-11-07 00:10:00,2023-11-07 04:10:00,25.0,MP10_1,1,com_erro,teste
queda_015,queda,2023-10-19 23:50:00,2023-10-20 03:30:00,23.0,MP10_1,1,com_erro,teste
queda_016,queda,2023-10-25 14:00:00,2023-10-25 17:50:00,24.0,MP10_1,1,com_erro,teste
queda_017,queda,2023-10-09 01:30:00,2023-10-09 06:40:00,32.0,MP10_1,1,com_erro,teste
queda_018,queda,2023-10-10 17:30:00,2023-10-10 23:20:00,36.0,MP10_1,1,com_erro,teste
queda_019,queda,2023-10-26 15:30:00,2023-10-26 21:00:00,34.0,MP10_1,1,com_erro,teste
queda_020,queda,2023-10-12 06:50:00,2023-10-12 10:10:00,21.0,MP10_1,1,com_erro,teste
queda_021,queda,2023-11-01 19:40:00,2023-11-02 01:20:00,35.0,MP10_1,1,com_erro,teste
queda_022,queda,2023-11-03 12:50:00,2023-11-03 18:00:00,32.0,MP10_1,1,com_erro,teste
queda_023,queda,2023-10-27 21:30:00,2023-10-28 01:30:00,25.0,MP10_1,1,com_erro,teste
queda_024,queda,2023-11-05 14:50:00,2023-11-05 18:40:00,24.0,MP10_1,1,com_erro,teste
oscilacao_final,oscilacao,,,,MP10_1,1,com_erro,teste
lacuna_final,lacuna,,,,MP10_1,1,com_erro,teste
queda_final,queda,,,,MP10_1,1,com_erro,teste
oscilacao_001,oscilacao,2023-10-26 19:20:00,2023-10-27 04:50:00,58.0,MP10_1,2,sem_erro,treino
oscilacao_002,oscilacao,2023-10-13 23:50:00,2023-10-14 07:30:00,47.0,MP10_1,2,sem_erro,treino
oscilacao_003,oscilacao,2023-11-03 02:10:00,2023-11-03 13:20:00,68.0,MP10_1,2,sem_erro,treino
