evento_id,falha,inicio,fim,duracao_pts,variavel,rodada,cenario,base
oscilacao_021,oscilacao,2023-11-06 16:20:00,2023-11-07 03:10:00,66.0,Temperatura,1,sem_erro,treino
lacuna_001,lacuna,2023-11-04 06:20:00,2023-11-04 12:40:00,39.0,Temperatura,1,sem_erro,treino
lacuna_002,lacuna,2023-10-25 00:10:00,2023-10-25 04:20:00,26.0,Temperatura,1,sem_erro,treino
lacuna_003,lacuna,2023-10-11 20:40:00,2023-10-12 01:10:00,28.0,Temperatura,1,sem_erro,treino
lacuna_004,lacuna,2023-10-31 16:40:00,2023-10-31 22:10:00,34.0,Temperatura,1,sem_erro,treino
lacuna_005,lacuna,2023-11-05 00:00:00,2023-11-05 05:50:00,36.0,Temperatura,1,sem_erro,treino
lacuna_006,lacuna,2023-10-18 05:50:00,2023-10-18 09:50:00,25.0,Temperatura,1,sem_erro,treino
lacuna_007,lacuna,2023-11-03 15:00:00,2023-11-03 20:40:00,35.0,Temperatura,1,sem_erro,treino
lacuna_008,lacuna,2023-11-08 09:30:00,2023-11-08 14:50:00,33.0,Temperatura,1,sem_erro,treino
lacuna_009,lacuna,2023-10-08 19:20:00,2023-10-09 00:50:00,34.0,Temperatura,1,sem_erro,treino
lacuna_010,lacuna,2023-10-13 03:40:00,2023-10-13 11:10:00,46.0,Temperatura,1,sem_erro,treino
lacuna_011,lacuna,2023-11-03 07:20:00,2023-11-03 12:20:00,31.0,Temperatura,1,sem_erro,treino
lacuna_012,lacuna,2023-10-19 10:30:00,2023-10-19 15:40:00,32.0,Temperatura,1,sem_erro,treino
lacuna_013,lacuna,2023-10-17 03:30:00,2023-10-17 07:20:00,24.0,Temperatura,1,sem_erro,treino
lacuna_014,lacuna,2023-10-20 00:40:00,2023-10-20 08:30:00,48.0,Temperatura,1,sem_erro,treino
lacuna_015,lacuna,2023-10-22 10:40:00,2023-10-22 18:10:00,46.0,Temperatura,1,sem_erro,treino
lacuna_016,lacuna,2023-11-02 09:00:00,2023-11-02 16:10:00,44.0,Temperatura,1,sem_erro,treino
lacuna_017,lacuna,2023-10-30 07:30:00,2023-10-30 13:50:00,39.0,Temperatura,1,sem_erro,treino
lacuna_018,lacuna,2023-10-09 01:00:00,2023-10-09 06:40:00,35.0,Temperatura,1,sem_erro,treino
lacuna_019,lacuna,2023-10-18 01:20:00,2023-10-18 05:40:00,27.0,Temperatura,1,sem_erro,treino
lacuna_020,lacuna,2023-10-09 12:40:00,2023-10-09 19:40:00,43.0,Temperatura,1,sem_erro,treino
lacuna_021,lacuna,2023-11-01 01:10:00,2023-11-01 06:20:00,32.0,Temperatura,1,sem_erro,treino
lacuna_022,lacuna,2023-10-14 20:20:00,2023-10-15 00:20:00,25.0,Temperatura,1,sem_erro,treino
lacuna_023,lacuna,2023-10-16 05:50:00,2023-10-16 10:00:00,26.0,Temperatura,1,sem_erro,treino
lacuna_024,lacuna,2023-10-19 19:10:00,2023-10-20 00:30:00,33.0,Temperatura,1,sem_erro,treino
lacuna_025,lacuna,2023-11-07 14:30:00,2023-11-07 21:10:00,41.0,Temperatura,1,sem_erro,treino
queda_001,queda,2023-10-13 15:00:00,2023-10-13 18:50:00,24.0,Temperatura,1,sem_erro,treino
queda_002,queda,2023-10-22 18:20:00,2023-10-22 23:10:00,30.0,Temperatura,1,sem_erro,treino
queda_003,queda,2023-10-09 09:10:00,2023-10-09 12:30:00,21.0,Temperatura,1,sem_erro,treino
queda_004,queda,2023-10-10 07:40:00,2023-10-10 13:00:00,33.0,Temperatura,1,sem_erro,treino
queda_005,queda,2023-10-24 15:40:00,2023-10-24 19:30:00,24.0,Temperatura,1,sem_erro,treino
queda_006,queda,2023-10-07 21:40:00,2023-10-08 00:50:00,20.0,Temperatura,1,sem_erro,treino
queda_007,queda,2023-10-21 05:40:00,2023-10-21 09:50:00,26.0,Temperatura,1,sem_erro,treino
queda_008,queda,2023-10-20 18:20:00,2023-10-21 00:10:00,36.0,Temperatura,1,sem_erro,treino
queda_009,queda,2023-10-30 04:00:00,2023-10-30 07:20:00,21.0,Temperatura,1,sem_erro,treino
queda_010,queda,2023-10-31 11:50:00,2023-10-31 15:10:00,21.0,Temperatura,1,sem_erro,treino
queda_011,queda,2023-10-24 06:20:00,2023-10-24 09:50:00,22.0,Temperatura,1,sem_erro,treino
queda_012,queda,2023-10-15 19:10:00,2023-10-15 23:10:00,25.0,Temperatura,1,sem_erro,treino
queda_013,queda,2023-11-04 17:10:00,2023-11-04 22:50:00,35.0,Temperatura,1,sem_erro,treino
queda_014,queda,2023-10-10 21:30:00,2023-10-11 03:00:00,34.0,Temperatura,1,sem_erro,treino
queda_015,queda,2023-10-27 17:00:00,2023-10-27 21:10:00,26.0,Temperatura,1,sem_erro,treino
queda_016,queda,2023-10-10 13:10:00,2023-10-10 18:00:00,30.0,Temperatura,1,sem_erro,treino
queda_017,queda,2023-10-25 09:00:00,2023-10-25 12:20:00,21.0,Temperatura,1,sem_erro,treino
queda_018,queda,2023-10-14 16:10:00,2023-10-14 20:10:00,25.0,Temperatura,1,sem_erro,treino
queda_019,queda,2023-11-05 07:50:00,2023-11-05 13:00:00,32.0,Temperatura,1,sem_erro,treino
queda_020,queda,2023-11-04 13:00:00,2023-11-04 16:20:00,21.0,Temperatura,1,sem_erro,treino
queda_021,queda,2023-11-02 19:10:00,2023-11-02 22:00:00,18.0,Temperatura,1,sem_erro,treino
queda_022,queda,2023-10-15 10:50:00,2023-10-15 13:50:00,19.0,Temperatura,1,sem_erro,treino
oscilacao_final,oscilacao,,,,Temperatura,1,sem_erro,treino
lacuna_final,lacuna,,,,Temperatura,1,sem_erro,treino
queda_final,queda,,,,Temperatura,1,sem_erro,treino
oscilacao_001,oscilacao,2023-10-08 08:10:00,2023-10-08 19:10:00,67.0,Temperatura,1,com_erro,treino
oscilacao_002,oscilacao,2023-11-08 00:20:00,2023-11-08 09:20:00,55.0,Temperatura,1,com_erro,treino
oscilacao_003,oscilacao,2023-10-09 19:50:00,2023-10-10 07:30:00,71.0,Temperatura,1,com_erro,treino
oscilacao_004,oscilacao,2023-10-31 02:30:00,2023-10-31 11:40:00,56.0,Temperatura,1,com_erro,treino
oscilacao_005,oscilacao,2023-10-21 17:40:00,2023-10-22 03:10:00,58.0,Temperatura,1,com_erro,treino
oscilacao_006,oscilacao,2023-10-26 23:10:00,2023-10-27 05:10:00,37.0,Temperatura,1,com_erro,treino
oscilacao_007,oscilacao,2023-10-30 15:30:00,2023-10-31 02:20:00,66.0,Temperatura,1,com_erro,treino
oscilacao_008,oscilacao,2023-10-26 05:00:00,2023-10-26 12:10:00,44.0,Temperatura,1,com_erro,treino
oscilacao_009,oscilacao,2023-10-21 10:00:00,2023-10-21 17:30:00,46.0,Temperatura,1,com_erro,treino
oscilacao_010,oscilacao,2023-10-11 07:10:00,2023-10-11 16:50:00,59.0,Temperatura,1,com_erro,treino
oscilacao_011,oscilacao,2023-10-26 14:30:00,2023-10-26 21:30:00,43.0,Temperatura,1,com_erro,treino
oscilacao_012,oscilacao,2023-11-03 23:10:00,2023-11-04 05:40:00,40.0,Temperatura,1,com_erro,treino
oscilacao_013,oscilacao,2023-10-07 08:10:00,2023-10-07 16:10:00,49.0,Temperatura,1,com_erro,treino
oscilacao_014,oscilacao,2023-11-07 03:20:00,2023-11-07 14:20:00,67.0,Temperatura,1,com_erro,treino
oscilacao_015,oscilacao,2023-10-16 19:00:00,2023-10-17 03:20:00,51.0,Temperatura,1,com_erro,treino
oscilacao_016,oscilacao,2023-10-12 17:20:00,2023-10-13 00:10:00,42.0,Temperatura,1,com_erro,treino
oscilacao_017,oscilacao,2023-10-23 14:00:00,2023-10-24 00:40:00,65.0,Temperatura,1,com_erro,treino
oscilacao_018,oscilacao,2023-10-27 21:20:00,2023-10-28 06:10:00,54.0,Temperatura,1,com_erro,treino
oscilacao_019,oscilacao,2023-10-28 15:30:00,2023-10-29 01:50:00,63.0,Temperatura,1,com_erro,treino
oscilacao_020,oscilacao,2023-10-15 00:30:00,2023-10-15 10:20:00,60.0,Temperatura,1,com_erro,treino
oscilacao_021,oscilacao,2023-11-06 16:20:00,2023-11-07 03:10:00,66.0,Temperatura,1,com_erro,treino
lacuna_001,lacuna,2023-11-04 06:20:00,2023-11-04 12:40:00,39.0,Temperatura,1,com_erro,treino
lacuna_002,lacuna,2023-10-25 00:10:00,2023-10-25 04:20:00,26.0,Temperatura,1,com_erro,treino
lacuna_003,lacuna,2023-10-11 20:40:00,2023-10-12 01:10:00,28.0,Temperatura,1,com_erro,treino
lacuna_004,lacuna,2023-10-31 16:40:00,2023-10-31 22:10:00,34.0,Temperatura,1,com_erro,treino
lacuna_005,lacuna,2023-11-05 00:00:00,2023-11-05 05:50:00,36.0,Temperatura,1,com_erro,treino
lacuna_006,lacuna,2023-10-18 05:50:00,2023-10-18 09:50:00,25.0,Temperatura,1,com_erro,treino
lacuna_007,lacuna,2023-11-03 15:00:00,2023-11-03 20:40:00,35.0,Temperatura,1,com_erro,treino
lacuna_008,lacuna,2023-11-08 09:30:00,2023-11-08 14:50:00,33.0,Temperatura,1,com_erro,treino
lacuna_009,lacuna,2023-10-08 19:20:00,2023-10-09 00:50:00,34.0,Temperatura,1,com_erro,treino
lacuna_010,lacuna,2023-10-13 03:40:00,2023-10-13 11:10:00,46.0,Temperatura,1,com_erro,treino
lacuna_011,lacuna,2023-11-03 07:20:00,2023-11-03 12:20:00,31.0,Temperatura,1,com_erro,treino
lacuna_012,lacuna,2023-10-19 10:30:00,2023-10-19 15:40:00,32.0,Temperatura,1,com_erro,treino
lacuna_013,lacuna,2023-10-17 03:30:00,2023-10-17 07:20:00,24.0,Temperatura,1,com_erro,treino
lacuna_014,lacuna,2023-10-20 00:40:00,2023-10-20 08:30:00,48.0,Temperatura,1,com_erro,treino
lacuna_015,lacuna,2023-10-22 10:40:00,2023-10-22 18:10:00,46.0,Temperatura,1,com_erro,treino
lacuna_016,lacuna,2023-11-02 09:00:00,2023-11-02 16:10:00,44.0,Temperatura,1,com_erro,treino
lacuna_017,lacuna,2023-10-30 07:30:00,2023-10-30 13:50:00,39.0,Temperatura,1,com_erro,treino
lacuna_018,lacuna,2023-10-09 01:00:00,2023-10-09 06:40:00,35.0,Temperatura,1,com_erro,treino
lacuna_019,lacuna,2023-10-18 01:20:00,2023-10-18 05:40:00,27.0,Temperatura,1,com_erro,treino
lacuna_020,lacuna,2023-10-09 12:40:00,2023-10-09 19:40:00,43.0,Temperatura,1,com_erro,treino
lacuna_021,lacuna,2023-11-01 01:10:00,2023-11-01 06:20:00,32.0,Temperatura,1,com_erro,treino
lacuna_022,lacuna,2023-10-14 20:20:00,2023-10-15 00:20:00,25.0,Temperatura,1,com_erro,treino
lacuna_023,lacuna,2023-10-16 05:50:00,2023-10-16 10:00:00,26.0,Temperatura,1,com_erro,treino
lacuna_024,lacuna,2023-10-19 19:10:00,2023-10-20 00:30:00,33.0,Temperatura,1,com_erro,treino
lacuna_025,lacuna,2023-11-07 14:30:00,2023-11-07 21:10:00,41.0,Temperatura,1,com_erro,treino
queda_001,queda,2023-10-13 15:00:00,2023-10-13 18:50:00,24.0,Temperatura,1,com_erro,treino
queda_002,queda,2023-10-22 18:20:00,2023-10-22 23:10:00,30.0,Temperatura,1,com_erro,treino
queda_003,queda,2023-10-09 09:10:00,2023-10-09 12:30:00,21.0,Temperatura,1,com_erro,treino
queda_004,queda,2023-10-10 07:40:00,2023-10-10 13:00:00,33.0,Temperatura,1,com_erro,treino
queda_005,queda,2023-10-24 15:40:00,2023-10-24 19:30:00,24.0,Temperatura,1,com_erro,treino
queda_006,queda,2023-10-07 21:40:00,2023-10-08 00:50:00,20.0,Temperatura,1,com_erro,treino
queda_007,queda,2023-10-21 05:40:00,2023-10-21 09:50:00,26.0,Temperatura,1,com_erro,treino
queda_008,queda,2023-10-20 18:20:00,2023-10-21 00:10:00,36.0,Temperatura,1,com_erro,treino
queda_009,queda,2023-10-30 04:00:00,2023-10-30 07:20:00,21.0,Temperatura,1,com_erro,treino
queda_010,queda,2023-10-31 11:50:00,2023-10-31 15:10:00,21.0,Temperatura,1,com_erro,treino
queda_011,queda,2023-10-24 06:20:00,2023-10-24 09:50:00,22.0,Temperatura,1,com_erro,treino
queda_012,queda,2023-10-15 19:10:00,2023-10-15 23:10:00,25.0,Temperatura,1,com_erro,treino
queda_013,queda,2023-11-04 17:10:00,2023-11-04 22:50:00,35.0,Temperatura,1,com_erro,treino
queda_014,queda,2023-10-10 21:30:00,2023-10-11 03:00:00,34.0,Temperatura,1,com_erro,treino
queda_015,queda,2023-10-27 17:00:00,2023-10-27 21:10:00,26.0,Temperatura,1,com_erro,treino
queda_016,queda,2023-10-10 13:10:00,2023-10-10 18:00:00,30.0,Temperatura,1,com_erro,treino
queda_017,queda,2023-10-25 09:00:00,2023-10-25 12:20:00,21.0,Temperatura,1,com_erro,treino
queda_018,queda,2023-10-14 16:10:00,2023-10-14 20:10:00,25.0,Temperatura,1,com_erro,treino
queda_019,queda,2023-11-05 07:50:00,2023-11-05 13:00:00,32.0,Temperatura,1,com_erro,treino
queda_020,queda,2023-11-04 13:00:00,2023-11-04 16:20:00,21.0,Temperatura,1,com_erro,treino
queda_021,queda,2023-11-02 19:10:00,2023-11-02 22:00:00,18.0,Temperatura,1,com_erro,treino
queda_022,queda,2023-10-15 10:50:00,2023-10-15 13:50:00,19.0,Temperatura,1,com_erro,treino
oscilacao_001,oscilacao,2023-10-23 18:20:00,2023-10-24 01:20:00,43.0,Temperatura,1,com_erro,teste
oscilacao_002,oscilacao,2023-10-11 01:10:00,2023-10-11 10:20:00,56.0,Temperatura,1,com_erro,teste
oscilacao_003,oscilacao,2023-10-20 18:10:00,2023-10-21 04:00:00,60.0,Temperatura,1,com_erro,teste
oscilacao_004,oscilacao,2023-10-14 04:10:00,2023-10-14 12:30:00,51.0,Temperatura,1,com_erro,teste
oscilacao_005,oscilacao,2023-10-20 08:10:00,2023-10-20 18:00:00,60.0,Temperatura,1,com_erro,teste
oscilacao_006,oscilacao,2023-10-29 22:10:00,2023-10-30 05:20:00,44.0,Temperatura,1,com_erro,teste
oscilacao_007,oscilacao,2023-11-07 19:40:00,2023-11-08 06:00:00,63.0,Temperatura,1,com_erro,teste
oscilacao_008,oscilacao,2023-10-28 00:20:00,2023-10-28 11:40:00,69.0,Temperatura,1,com_erro,teste
oscilacao_009,oscilacao,2023-10-10 02:50:00,2023-10-10 11:20:00,52.0,Temperatura,1,com_erro,teste
oscilacao_010,oscilacao,2023-10-21 04:10:00,2023-10-21 15:20:00,68.0,Temperatura,1,com_erro,teste
oscilacao_011,oscilacao,2023-10-08 05:40:00,2023-10-08 14:20:00,53.0,Temperatura,1,com_erro,teste
oscilacao_012,oscilacao,2023-10-12 14:30:00,2023-10-12 20:40:00,38.0,Temperatura,1,com_erro,teste
oscilacao_013,oscilacao,2023-10-19 16:10:00,2023-10-20 03:50:00,71.0,Temperatura,1,com_erro,teste
oscilacao_014,oscilacao,2023-10-15 19:10:00,2023-10-16 05:20:00,62.0,Temperatura,1,com_erro,teste
oscilacao_015,oscilacao,2023-10-21 15:30:00,2023-10-21 22:30:00,43.0,Temperatura,1,com_erro,teste
oscilacao_016,oscilacao,2023-10-19 09:00:00,2023-10-19 16:00:00,43.0,Temperatura,1,com_erro,teste
oscilacao_017,oscilacao,2023-10-10 11:30:00,2023-10-10 22:30:00,67.0,Temperatura,1,com_erro,teste
oscilacao_018,oscilacao,2023-10-16 21:40:00,2023-10-17 05:30:00,48.0,Temperatura,1,com_erro,teste
oscilacao_019,oscilacao,2023-10-30 16:50:00,2023-10-31 02:50:00,61.0,Temperatura,1,com_erro,teste
oscilacao_020,oscilacao,2023-10-22 12:50:00,2023-10-22 21:20:00,52.0,Temperatura,1,com_erro,teste
oscilacao_021,oscilacao,2023-11-03 13:00:00,2023-11-03 21:00:00,49.0,Temperatura,1,com_erro,teste
oscilacao_022,oscilacao,2023-11-04 02:10:00,2023-11-04 11:00:00,54.0,Temperatura,1,com_erro,teste
oscilacao_023,oscilacao,2023-10-19 01:50:00,2023-10-19 08:50:00,43.0,Temperatura,1,com_erro,teste
oscilacao_024,oscilacao,2023-10-17 22:50:00,2023-10-18 05:30:00,41.0,Temperatura,1,com_erro,teste
oscilacao_025,oscilacao,2023-11-02 15:10:00,2023-11-02 23:10:00,49.0,Temperatura,1,com_erro,teste
lacuna_001,lacuna,2023-11-02 09:30:00,2023-11-02 15:00:00,34.0,Temperatura,1,com_erro,teste
lacuna_002,lacuna,2023-10-29 17:40:00,2023-10-29 22:00:00,27.0,Temperatura,1,com_erro,teste
lacuna_003,lacuna,2023-10-17 06:30:00,2023-10-17 11:40:00,32.0,Temperatura,1,com_erro,teste
lacuna_004,lacuna,2023-10-29 13:40:00,2023-10-29 17:30:00,24.0,Temperatura,1,com_erro,teste
lacuna_005,lacuna,2023-10-25 11:30:00,2023-10-25 17:50:00,39.0,Temperatura,1,com_erro,teste
lacuna_006,lacuna,2023-11-03 03:00:00,2023-11-03 08:20:00,33.0,Temperatura,1,com_erro,teste
lacuna_007,lacuna,2023-10-24 22:10:00,2023-10-25 03:20:00,32.0,Temperatura,1,com_erro,teste
lacuna_008,lacuna,2023-10-21 22:40:00,2023-10-22 04:50:00,38.0,Temperatura,1,com_erro,teste
lacuna_009,lacuna,2023-10-31 10:50:00,2023-10-31 16:20:00,34.0,Temperatura,1,com_erro,teste
lacuna_010,lacuna,2023-10-27 09:50:00,2023-10-27 16:30:00,41.0,Temperatura,1,com_erro,teste
lacuna_011,lacuna,2023-10-25 03:40:00,2023-10-25 11:20:00,47.0,Temperatura,1,com_erro,teste
lacuna_012,lacuna,2023-11-07 13:20:00,2023-11-07 19:30:00,38.0,Temperatura,1,com_erro,teste
lacuna_013,lacuna,2023-11-07 02:00:00,2023-11-07 09:20:00,45.0,Temperatura,1,com_erro,teste
lacuna_014,lacuna,2023-11-08 06:50:00,2023-11-08 11:20:00,28.0,Temperatura,1,com_erro,teste
lacuna_015,lacuna,2023-10-12 09:40:00,2023-10-12 14:20:00,29.0,Temperatura,1,com_erro,teste
lacuna_016,lacuna,2023-10-27 16:40:00,2023-10-27 21:00:00,27.0,Temperatura,1,com_erro,teste
lacuna_017,lacuna,2023-10-23 13:10:00,2023-10-23 18:10:00,31.0,Temperatura,1,com_erro,teste
lacuna_018,lacuna,2023-10-13 22:30:00,2023-10-14 03:30:00,31.0,Temperatura,1,com_erro,teste
lacuna_019,lacuna,2023-11-06 09:40:00,2023-11-06 13:50:00,26.0,Temperatura,1,com_erro,teste
lacuna_020,lacuna,2023-10-16 11:10:00,2023-10-16 17:40:00,40.0,Temperatura,1,com_erro,teste
lacuna_021,lacuna,2023-11-01 00:40:00,2023-11-01 06:00:00,33.0,Temperatura,1,com_erro,teste
lacuna_022,lacuna,2023-10-08 17:00:00,2023-10-08 21:00:00,25.0,Temperatura,1,com_erro,teste
lacuna_023,lacuna,2023-11-04 11:10:00,2023-11-04 17:30:00,39.0,Temperatura,1,com_erro,teste
lacuna_024,lacuna,2023-10-08 01:30:00,2023-10-08 05:30:00,25.0,Temperatura,1,com_erro,teste
queda_001,queda,2023-10-14 12:40:00,2023-10-14 17:00:00,27.0,Temperatura,1,com_erro,teste
queda_002,queda,2023-10-09 22:00:00,2023-10-10 02:40:00,29.0,Temperatura,1,com_erro,teste
queda_003,queda,2023-10-31 16:30:00,2023-10-31 19:40:00,20.0,Temperatura,1,com_erro,teste
queda_004,queda,2023-10-16 06:20:00,2023-10-16 11:00:00,29.0,Temperatura,1,com_erro,teste
queda_005,queda,2023-10-13 18:30:00,2023-10-13 22:20:00,24.0,Temperatura,1,com_erro,teste
queda_006,queda,2023-10-15 07:40:00,2023-10-15 10:50:00,20.0,Temperatura,1,com_erro,teste
queda_007,queda,2023-11-04 17:40:00,2023-11-04 22:30:00,30.0,Temperatura,1,com_erro,teste
queda_008,queda,2023-10-09 09:40:00,2023-10-09 13:50:00,26.0,Temperatura,1,com_erro,teste
queda_009,queda,2023-10-15 11:10:00,2023-10-15 15:30:00,27.0,Temperatura,1,com_erro,teste
queda_010,queda,2023-10-28 14:50:00,2023-10-28 19:00:00,26.0,Temperatura,1,com_erro,teste
queda_011,queda,2023-11-01 16:40:00,2023-11-01 22:20:00,35.0,Temperatura,1,com_erro,teste
queda_012,queda,2023-10-26 15:40:00,2023-10-26 21:10:00,34.0,Temperatura,1,com_erro,teste
queda_013,queda,2023-10-28 23:20:00,2023-10-29 04:10:00,30.0,Temperatura,1,com_erro,teste
queda_014,queda,2023-10-23 09:30:00,2023-10-23 13:00:00,22.0,Temperatura,1,com_erro,teste
queda_015,queda,2023-10-14 17:10:00,2023-10-14 20:10:00,19.0,Temperatura,1,com_erro,teste
queda_016,queda,2023-10-29 04:20:00,2023-10-29 09:10:00,30.0,Temperatura,1,com_erro,teste
queda_017,queda,2023-10-18 14:20:00,2023-10-18 20:00:00,35.0,Temperatura,1,com_erro,teste
queda_018,queda,2023-10-20 04:00:00,2023-10-20 08:00:00,25.0,Temperatura,1,com_erro,teste
queda_019,queda,2023-10-31 03:00:00,2023-10-31 06:30:00,22.0,Temperatura,1,com_erro,teste
queda_020,queda,2023-10-26 09:40:00,2023-10-26 15:30:00,36.0,Temperatura,1,com_erro,teste
queda_021,queda,2023-10-26 22:40:00,2023-10-27 03:20:00,29.0,Temperatura,1,com_erro,teste
queda_022,queda,2023-10-29 09:20:00,2023-10-29 12:10:00,18.0,Temperatura,1,com_erro,teste
queda_023,queda,2023-10-11 10:30:00,2023-10-11 14:30:00,25.0,Temperatura,1,com_erro,teste
queda_024,queda,2023-11-01 06:10:00,2023-11-01 10:50:00,29.0,Temperatura,1,com_erro,teste
queda_025,queda,2023-10-27 04:30:00,2023-10-27 09:40:00,32.0,Temperatura,1,com_erro,teste
queda_026,queda,2023-11-02 23:20:00,2023-11-03 02:50:00,22.0,Temperatura,1,com_erro,teste
queda_027,queda,2023-10-24 16:40:00,2023-10-24 22:00:00,33.0,Temperatura,1,com_erro,teste
oscilacao_final,oscilacao,,,,Temperatura,1,com_erro,teste
lacuna_final,lacuna,,,,Temperatura,1,com_erro,teste
queda_final,queda,,,,Temperatura,1,com_erro,teste
oscilacao_001,oscilacao,2023-10-09 15:20:00,2023-10-09 21:10:00,36.0,Temperatura,2,sem_erro,treino
oscilacao_002,oscilacao,2023-10-10 05:30:00,2023-10-10 15:30:00,61.0,Temperatura,2,sem_erro,treino
oscilacao_003,oscilacao,2023-10-17 02:40:00,2023-10-17 12:00:00,57.0,Temperatura,2,sem_erro,treino
oscilacao_004,oscilacao,2023-10-16 15:40:00,2023-10-17 02:30:00,66.0,Temperatura,2,sem_erro,treino
oscilacao_005,oscilacao,2023-10-15 19:30:00,2023-10-16 02:00:00,40.0,Temperatura,2,sem_erro,treino
oscilacao_006,oscilacao,2023-10-16 04:50:00,2023-10-16 11:50:00,43.0,Temperatura,2,sem_erro,treino
oscilacao_007,oscilacao,2023-10-29 10:20:00,2023-10-29 19:20:00,55.0,Temperatura,2,sem_erro,treino
oscilacao_008,oscilacao,2023-10-26 06:20:00,2023-10-26 12:30:00,38.0,Temperatura,2,sem_erro,treino
oscilacao_009,oscilacao,2023-10-26 21:10:00,2023-10-27 09:00:00,72.0,Temperatura,2,sem_erro,treino
oscilacao_010,oscilacao,2023-10-26 15:00:00,2023-10-26 21:00:00,37.0,Temperatura,2,sem_erro,treino
oscilacao_011,oscilacao,2023-10-18 14:50:00,2023-10-18 21:50:00,43.0,Temperatura,2,sem_erro,treino
oscilacao_012,oscilacao,2023-11-03 04:00:00,2023-11-03 11:30:00,46.0,Temperatura,2,sem_erro,treino
oscilacao_013,oscilacao,2023-10-19 04:10:00,2023-10-19 14:40:00,64.0,Temperatura,2,sem_erro,treino
oscilacao_014,oscilacao,2023-10-08 22:00:00,2023-10-09 08:20:00,63.0,Temperatura,2,sem_erro,treino
oscilacao_015,oscilacao,2023-10-07 21:20:00,2023-10-08 04:00:00,41.0,Temperatura,2,sem_erro,treino
oscilacao_016,oscilacao,2023-10-21 13:00:00,2023-10-21 19:20:00,39.0,Temperatura,2,sem_erro,treino
oscilacao_017,oscilacao,2023-10-07 08:10:00,2023-10-07 19:40:00,70.0,Temperatura,2,sem_erro,treino
oscilacao_018,oscilacao,2023-10-12 05:00:00,2023-10-12 14:10:00,56.0,Temperatura,2,sem_erro,treino
oscilacao_019,oscilacao,2023-10-12 14:20:00,2023-10-13 01:40:00,69.0,Temperatura,2,sem_erro,treino
oscilacao_020,oscilacao,2023-10-30 01:20:00,2023-10-30 10:20:00,55.0,Temperatura,2,sem_erro,treino
oscilacao_021,oscilacao,2023-10-25 01:00:00,2023-10-25 11:40:00,65.0,Temperatura,2,sem_erro,treino
oscilacao_022,oscilacao,2023-10-23 02:30:00,2023-10-23 12:50:00,63.0,Temperatura,2,sem_erro,treino
oscilacao_023,oscilacao,2023-10-11 18:50:00,2023-10-12 04:50:00,61.0,Temperatura,2,sem_erro,treino
oscilacao_024,oscilacao,2023-10-10 22:50:00,2023-10-11 10:10:00,69.0,Temperatura,2,sem_erro,treino
oscilacao_025,oscilacao,2023-10-28 11:50:00,2023-10-28 22:00:00,62.0,Temperatura,2,sem_erro,treino
